번호,개방서비스명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보x(epsg5174),좌표정보y(epsg5174)
11612,동물약국,02-382-6229,서울특별시 은평구 대조동 185-6,서울특별시 은평구 통일로 839 (대조동),03385,연신우리약국,193011.196493563,457309.253718808
11613,동물약국,02-6409-8469,서울특별시 은평구 갈현동 462-49번지,서울특별시 은평구 연서로 181 (갈현동),03334,온누리연세약국,192662.13555623,456970.026258085
11614,동물약국,,서울특별시 은평구 역촌동 54-8번지 그린빌딩 1층,"서울특별시 은평구 갈현로 81, 그린빌딩 1층 (역촌동)",03431,예진약국,192009.543853115,455896.832265962
11615,동물약국,942-2712,서울특별시 성북구 정릉동 397-13번지,서울특별시 성북구 보국문로 53 (정릉동),02709,멜론약국,200769.906176623,456326.63875438
11616,동물약국,964-1944,서울특별시 성북구 석관동 306-7,서울특별시 성북구 돌곶이로 36-1 (석관동),02785,진호온누리약국,205279.459337645,456143.001470458
11617,동물약국,927-8253,서울특별시 성북구 동선동1가 79번지,"서울특별시 성북구 보문로34길 59, 1층 (동선동1가)",02845,행복한약국,201572.549031971,454313.316570965
11618,동물약국,02-372-2705,서울특별시 은평구 응암동 598-1번지,서울특별시 은평구 응암로 181 (응암동),03485,구세약국,192558.917448662,453991.713615032
11619,동물약국,02-353-1144,서울특별시 은평구 대조동 6-9번지,"서울특별시 은평구 통일로 739, 1층 101,102호 (대조동)",03396,365구생약국,193630.612534041,456543.824996823
11620,동물약국,965-0237,서울특별시 성북구 석관동 332-604번지,서울특별시 성북구 돌곶이로 28 (석관동),02785,명소약국,205327.048494403,456082.032006667
11621,동물약국,923-2393,서울특별시 성북구 보문동5가 3-1,서울특별시 성북구 보문로 99 (보문동5가),02872,청십자약국,201682.296447573,453515.272296647
11622,동물약국,909-8067,서울특별시 성북구 장위동 307-47번지,서울특별시 성북구 한천로 743 (장위동),02759,청솔약국,204433.738055584,457792.876809056
11623,동물약국,02-332-5677,서울특별시 서대문구 연희동 165-14번지,서울특별시 서대문구 연희로36길 10 (연희동),03718,명문약국,194337.001303949,452923.136704818
11624,동물약국,355-3464,서울특별시 은평구 녹번동 79-32번지,서울특별시 은평구 은평로 197-2 (녹번동),03384,은평동물약국,193714.144278763,455522.323043616
11625,동물약국,,서울특별시 중구 중림동 398-9번지,"서울특별시 중구 중림로2길 6, 1층 (중림동)",04503,충정로 조은약국,196711.099340642,450733.44040347
11626,동물약국,,서울특별시 은평구 갈현동 529-35번지,서울특별시 은평구 서오릉로18길 6-17 (갈현동),03325,희래약국,192068.650243342,456937.287800624
11627,동물약국,02-355-6420,서울특별시 은평구 대조동 226-3번지,서울특별시 은평구 서오릉로 134 (대조동),03394,새서울약국,192700.631623969,456521.110331138
11628,동물약국,384-1545,서울특별시 은평구 대조동 12-29번지,서울특별시 은평구 불광로 25 (대조동),03396,세종약국,193635.238674741,456481.556357615
11629,동물약국,,서울특별시 중구 소공동 28번지 태양빌딩,"서울특별시 중구 남대문로7길 11, 태양빌딩 1층 102호 (소공동)",04532,명동명약국,198274.209368138,451268.05553169
11630,동물약국,02-357-0777,서울특별시 은평구 진관동 20번지 상림마을 상가821동 115호,"서울특별시 은평구 진관3로 70 (진관동, 상림마을 상가 821동 115호)",03302,뉴타운메디컬약국,193103.427054842,459986.856034813
11631,동물약국,0222320363,,"서울특별시 중구 다산로 111, 1층 (신당동, 한미빌딩)",04598,약수하나약국,200799.425969999,450188.654390401
11632,동물약국,02-381-5190,서울특별시 중구 신당동,서울특별시 중구 다산로 133-1 (신당동),04607,다산온누리약국,200900.433106685,450402.207924201
11633,동물약국,354-2195,서울특별시 은평구 갈현동 255번지,서울특별시 은평구 갈현로33길 27 (갈현동),03321,이정약국,192296.898438028,457674.234080829
11634,동물약국,304-6100,서울특별시 은평구 응암동 590-4번지,서울특별시 은평구 응암로 201 (응암동),03484,조은백화점약국,192590.88736585,454194.693989828
11635,동물약국,02-359-0391,서울특별시 은평구 불광동 281-108번지,서울특별시 은평구 통일로 732 (불광동),03368,불광온누리약국,193742.001500861,456507.962724869
11636,동물약국,911-0488,서울특별시 성북구 정릉동 403-8번지,서울특별시 성북구 보국문로 46 (정릉동),02717,그약국,200826.253553579,456241.569391454
11637,동물약국,924-5191,서울특별시 성북구 돈암동 48-4,서울특별시 성북구 동소문로 181 (돈암동),02817,서울약국,201822.472937366,455120.947352002
11638,동물약국,02-2237-9602,서울특별시 중구 신당동 140-1번지,"서울특별시 중구 퇴계로 436, 1층 (신당동)",04578,신중앙약국,201676.280853428,451467.629241319
11639,동물약국,02-6085-0466,서울특별시 은평구 역촌동 85-12번지 센타폴리스 상가동 205호,"서울특별시 은평구 연서로 9, 상가동 2층 205호 (역촌동, 센타폴리스)",03421,이층약국,192471.660518408,455317.295369423
11640,동물약국,02-6385-1213,서울특별시 은평구 불광동 311-13번지 메트로타워,"서울특별시 은평구 통일로 856, 메트로타워 (불광동)",03345,천사약국,192998.202204135,457479.99522553
11641,동물약국,02-6471-8488,서울특별시 은평구 진관동 64번지 은평뉴타운 힐데스하임 111호,"서울특별시 은평구 진관3로 11, 1층 111호 (진관동, 은평뉴타운 힐데스하임)",03300,365미소약국,,
11642,동물약국,02-356-8875,서울특별시 은평구 녹번동 278-1번지 201동 103호,"서울특별시 은평구 서오릉로 46, 201동 103호 (녹번동, 녹번2차현대아파트)",03379,사랑온누리약국,193273.078665465,455867.546007309
11643,동물약국,02-701-7063,서울특별시 은평구 역촌동 17-18번지,서울특별시 은평구 진흥로 97 (역촌동),03404,오온누리약국,193059.483884879,455918.670096809
11644,동물약국,02-385-7271,서울특별시 은평구 구산동 196-3번지,"서울특별시 은평구 서오릉로 157 (구산동, 유성빌딩)",03412,경하프라자약국,192482.668392331,456631.827461862
11645,동물약국,303-9155,,서울특별시 서대문구 증가로 241 (북가좌동),03678,북가좌동물약국,192223.566051955,453368.538922049
11646,동물약국,,,"서울특별시 양천구 신정이펜2로 20, 401호 (신정동, 서남프라자1)",08049,다민약국,185099.82674039,445627.497359739
11647,동물약국,0226443903,서울특별시 양천구 목동 810-1번지 타운빌딩 105호,"서울특별시 양천구 목동로 210, 타운빌딩 105호 (목동)",07993,목동즐거운약국,187948.252898047,447246.938313599
11648,동물약국,2605-3368,서울특별시 양천구 신정동 1320-4 이펜하우스타워 105호,"서울특별시 양천구 신정이펜2로 12, 이펜하우스타워 105호 (신정동)",08049,이펜약국,185143.375565775,445610.277402204
11649,동물약국,,서울특별시 양천구 신월동 931-1번지,서울특별시 양천구 지양로 75 (신월동),,김약국,185195.750311335,446675.50089973
11650,동물약국,02-756-3609,서울특별시 중구 남창동 47-12 남일물산,"서울특별시 중구 퇴계로 45, 남일물산 (남창동)",04529,광주약국,197945.977104628,450680.906969201
11651,동물약국,02-2252-3335,서울특별시 중구 신당동 842번지,"서울특별시 중구 동호로10길 30, 103,104호 (신당동)",04593,우리네약국,201230.167293495,450277.600241968
11652,동물약국,2697-0485,서울특별시 양천구 신월동 110-1번지 은성상가,"서울특별시 양천구 곰달래로5길 30 (신월동, 은성상가)",07922,양천동물약국,185214.1358482,447808.60383603
11653,동물약국,02-965-3336,서울특별시 중구 신당동,"서울특별시 중구 퇴계로88길 45, 1층 (신당동)",04583,샘물온누리약국,201733.858450146,451255.225602577
11654,동물약국,02-373-8068,서울특별시 용산구 한강로1가 64번지 1층 110호,"서울특별시 용산구 한강대로 211, 1층 110호 (한강로1가, 대우 월드마크 용산)",04322,메디팜나은약국,197542.687282146,448325.294355232
11655,동물약국,02-2636-3398,서울특별시 영등포구 당산동6가 227-1번지 당산역,"서울특별시 영등포구 양평로 지하 40, 당산역9호선 지하1층 10번 출구쪽 (당산동6가)",07214,헤르바당산역약국,191285.776956872,447979.869952928
11656,동물약국,2675-5250,"서울특별시 영등포구 당산동5가 42번지 삼성래미안상가 102-2,3호","서울특별시 영등포구 당산로 214, 102-2,3호 (당산동5가,삼성래미안상가)",,래미안온누리약국,191362.376780507,447750.192654125
11657,동물약국,836-0754,서울특별시 영등포구 대림동 962-4번지,서울특별시 영등포구 시흥대로 663 (대림동),07442,세계약국,191757.371972275,443206.123375645
11658,동물약국,,인천광역시 연수구 연수동 633 대동월드스포츠센터 201-1호,"인천광역시 연수구 용담로 153, 대동월드스포츠센터 201-1호 (연수동)",21930,솔로몬약국,171827.104381647,434646.893066718
11659,동물약국,,부산광역시 동래구 안락동 462-81,"부산광역시 동래구 화현길 31, 102호 (안락동)",47795,가람약국,391991.853698479,190594.952947171
11660,동물약국,,서울특별시 관악구 신림동 1467-10,"서울특별시 관악구 남부순환로 지하1614, 신림역 230-106호 (신림동)",08777,신림역약국,193644.62992531,442462.155562354
11661,동물약국,02-2644-4680,,"서울특별시 양천구 목동동로12길 45 (목동, 목동삼익아파트)",08007,목동세계로약국,189021.797866206,446740.576354849
11662,동물약국,02-776-5830,서울특별시 중구 남창동 9-15,"서울특별시 중구 퇴계로 61, 1층 (남창동, 금오빌딩)",04529,서현온누리약국,198065.845616529,450787.39677054
11663,동물약국,2676-0266,서울특별시 영등포구 양평동4가 66-3번지 1층,"서울특별시 영등포구 양평로 95-1, 1층 (양평동4가)",07208,유림약국,190778.297394198,448245.103226554
11664,동물약국,02-562-8970,서울특별시 영등포구 당산동6가 331-1번지 다옥빌딩 2층,"서울특별시 영등포구 양평로 48, 2층 (당산동6가, 다옥빌딩)",07222,열린약국,191205.317101406,448034.65486381
11665,동물약국,02-844-5433,서울특별시 영등포구 영등포동 618-79번지,서울특별시 영등포구 영신로19길 7 (영등포동),07366,대명약국,191701.27652105,445782.250190617
11666,동물약국,02-3667-7092,서울특별시 영등포구 문래동6가 5번지 105호,"서울특별시 영등포구 선유로 63, 105호 (문래동6가, EEU동신타워)",07281,수온누리약국,190121.308341551,446385.28413493
11667,동물약국,02-2633-7167,서울특별시 영등포구 당산동3가 395-4번지 1층,"서울특별시 영등포구 당산로31길 14, 1층 (당산동3가)",07256,이도온누리약국,190671.21492202,447183.141872461
11668,동물약국,432-0596,서울특별시 중랑구 면목동 367-6번지,"서울특별시 중랑구 면목로 260, 1층 (면목동)",02253,방약국,207527.583176236,452632.532909779
11669,동물약국,493-5074,서울특별시 중랑구 면목동 634-8번지 성일빌딩 1층,"서울특별시 중랑구 면목로 305, 1층 (면목동, 성일빌딩)",02238,이안온누리약국,207653.828967538,453048.690091451
11670,동물약국,02-439-3435,서울특별시 중랑구 면목동 115-1번지,서울특별시 중랑구 겸재로 178 (면목동),02219,늘푸른솔약국,207645.845911573,453975.70277489
11671,동물약국,02-978-4266,서울특별시 중랑구 묵동 162-2번지,"서울특별시 중랑구 공릉로 63, 1층 (묵동)",02032,365프라자약국,206926.653076108,457107.578643355
11672,동물약국,02-2655-2388,,서울특별시 양천구 신목로 34 (신정동),08015,새열린약국,188793.497546726,446277.050684118
11673,동물약국,,,"서울특별시 양천구 곰달래로5길 30 (신월동, 은성아파트)",07922,온누리조은약국,185214.1358482,447808.60383603
11674,동물약국,2645-7197,서울특별시 양천구 목동 603-5번지,"서울특별시 양천구 공항대로 558, 1층 (목동)",07946,새서울온누리약국,188212.125472688,449668.428997479
11675,동물약국,2208-0922,서울특별시 중랑구 중화동 315-10번지,서울특별시 중랑구 중랑역로 51 (중화동),,태릉프라자약국,206723.262017513,455124.809250397
11676,동물약국,437-3253,서울특별시 중랑구 면목동 612-63,서울특별시 중랑구 용마산로51길 52 (면목동),02250,정다운 온누리약국,207805.2064405,453117.890468747
11677,동물약국,434-7234,서울특별시 중랑구 면목동 604-4번지,서울특별시 중랑구 사가정로51길 3 (면목동),02228,사가정 약국,207681.148332051,453197.060369517
11678,동물약국,3421-7015,서울특별시 중랑구 신내동 667번지 1층 109호,"서울특별시 중랑구 신내로 82, 1층 109호 (신내동)",02067,백세약국,208368.252033443,456040.864473831
11679,동물약국,435-3900,서울특별시 중랑구 면목동 126-6번지,서울특별시 중랑구 면목로 421 (면목동),02146,건명약국,207618.831824183,454152.201705757
11680,동물약국,02-435-6985,서울특별시 중랑구 면목동 428-8번지 1층,"서울특별시 중랑구 면목로 358, 1층 (면목동)",02210,튼튼약국,207748.66608964,453514.902620341
11681,동물약국,02-775-1981,서울특별시 용산구 용산동2가 1-530번지,"서울특별시 용산구 신흥로20길 1 (용산동2가, 세명치과)",04328,보현약국,198612.572,449283.874666667
11682,동물약국,027742399,,"서울특별시 용산구 두텁바위로 11 (갈월동, 일심외과의원, 정화약국)",04335,정화약국,197591.199833411,449248.150199952
11683,동물약국,02-795-7603,서울특별시 용산구 이태원동 131-3번지,서울특별시 용산구 보광로 124 (이태원동),04406,한라약국,199426.149287344,447955.380979937
11684,동물약국,02-774-4035,서울특별시 용산구 용산동2가 1-560번지,"서울특별시 용산구 신흥로20길 5 (용산동2가, 인원약국)",04328,인원약국,198600.842117268,449304.668172052
11685,동물약국,02-717-6415,서울특별시 용산구 청파동2가 63-5번지 중하빌딩,"서울특별시 용산구 청파로47길 66, 중하빌딩 지상1층 (청파동2가)",04310,숙명온누리약국,196993.838133124,449201.432096601
11686,동물약국,02-797-8403,"서울특별시 용산구 보광동 216-100번지 연소아과의원, 신세계약국","서울특별시 용산구 장문로 94, 연소아과의원, 신세계약국 (보광동)",04395,신세계약국,199924.584895518,447084.797083983
11687,동물약국,02-797-1175,서울특별시 용산구 용산동2가 27-4번지 기업은행,"서울특별시 용산구 신흥로 53, 기업은행 지상1층 (용산동2가)",04338,힐링약국,198825.353525608,449002.087665382
11688,동물약국,,서울특별시 성동구 금호동1가 506-1   번지,,,샘터온누리약국,,
11689,동물약국,02-2293-0532,서울특별시 성동구 행당동 317-52번지,서울특별시 성동구 행당로 129 (행당동),04714,새서독약국,202871.454797337,450692.762337555
11690,동물약국,02-2636-7588,서울특별시 영등포구 당산동4가 94-1번지 삼성ABC프라자1층 102호,서울특별시 영등포구 당산로36길 12 (당산동4가),07220,영등포21세기약국,190952.393621063,447295.214623263
11691,동물약국,02-841-8843,서울특별시 영등포구 신길동 257-43번지,서울특별시 영등포구 신길로39길 13 (신길동),07387,대흥약국,191928.091957496,444958.802025873
11692,동물약국,02-843-2843,서울특별시 영등포구 신길동 3844번지,서울특별시 영등포구 신풍로 46 (신길동),07430,장수약국,192062.865233525,444193.224270647
11693,동물약국,02-718-1454,서울특별시 영등포구 여의도동 28-1번지 전국경제인연합회회관,"서울특별시 영등포구 여의대로 24, 전국경제인연합회회관 지층 114-2호 (여의도동)",07320,성우약국,192880.946054063,446664.78738442
11694,동물약국,2634-1323,서울특별시 영등포구 당산동1가 16-1 진로아파트 상가 105호,"서울특별시 영등포구 당산로 68, 105호 (당산동1가, 진로아파트상가)",07292,조은약국,190766.238732198,446496.183037224
11695,동물약국,02-2678-5869,서울특별시 영등포구 영등포동3가 9-17,"서울특별시 영등포구 영중로 8, 1층 (영등포동3가)",07304,금강온누리약국,191652.953162445,446126.383969343
11696,동물약국,02-433-1100,서울특별시 중랑구 망우동 465-14번지,서울특별시 중랑구 용마산로 501 (망우동),02165,우리종로약국,208753.865760281,454841.528027962
11697,동물약국,02-713-8716,서울특별시 용산구 청파동2가 71-14번지,서울특별시 용산구 청파로47길 40 (청파동2가),04309,메디팜 미래로 약국,197126.773846372,449173.291375495
11698,동물약국,02-792-7881,서울특별시 용산구 이촌동 300-27번지 2층,서울특별시 용산구 이촌로 224 (이촌동),04427,이층성장약국,197450.277644237,446437.197878548
11699,동물약국,804-5360,서울특별시 금천구 독산동 1039-20번지,서울특별시 금천구 독산로64길 39 (독산동),08560,문성당약국,191485.569919307,440417.65720789
11700,동물약국,02-790-3376,서울특별시 용산구 한남동 653-1번지,"서울특별시 용산구 대사관로 52, 1층 (한남동)",04402,가장큰태평양약국,200270.981734911,447892.865925447
11701,동물약국,432-6443,서울특별시 중랑구 망우동 149-16번지,서울특별시 중랑구 망우로 478 (망우동),02178,성경온누리약국,209225.0060275,455343.341969362
11702,동물약국,02-433-8421,서울특별시 중랑구 면목동 458-1번지,서울특별시 중랑구 면목로 352 (면목동),02210,팜코리아약국,207763.150721123,453460.919335911
11703,동물약국,02-2209-5955,서울특별시 중랑구 면목동 105-7번지,서울특별시 중랑구 겸재로 194 (면목동),02197,면목약국,207798.292080717,454025.295222024
11704,동물약국,02-435-8813,서울특별시 중랑구 상봉동 130-99번지,서울특별시 중랑구 망우로 198 (상봉동),02120,하늘약국,206544.310283401,454555.027249222
11705,동물약국,02-3423-0828,서울특별시 중랑구 신내동 559-2,서울특별시 중랑구 신내로 71 (신내동),02076,국제약국,208329.316273878,455923.228873371
11706,동물약국,02-785-7648,서울특별시 영등포구 여의도동 26-4번지,서울특별시 영등포구 의사당대로 97 (여의도동),07327,여의도동물약국,193253.666517882,446701.353544281
11707,동물약국,02-2068-7277,서울특별시 영등포구 영등포동6가 3-1번지,서울특별시 영등포구 영중로 51-1 (영등포동6가),07251,영등포제일약국,191497.782018645,446527.65865588
11708,동물약국,02-785-1009,서울특별시 영등포구 여의도동 41-1번지 대교B상가 114호,서울특별시 영등포구 국제금융로7길 22 (여의도동),07340,보건약국,194015.180457719,446777.454528971
11709,동물약국,02-849-1330,서울특별시 영등포구 대림동 1056-1번지,서울특별시 영등포구 도림로38길 4 (대림동),07416,온누리대광약국,190838.103971181,443387.701602573
11710,동물약국,02-784-5480,서울특별시 영등포구 여의도동 44-32번지 에리트빌딩 306호,서울특별시 영등포구 여의대방로65길 12 (여의도동),07333,미래약국,193745.64337296,446380.254633325
11711,동물약국,02-780-5004,서울특별시 영등포구 여의도동 44-14번지 경도빌딩 118호,서울특별시 영등포구 여의대방로 383 (여의도동),07333,경도약국,193870.812916718,446351.97420108
11712,동물약국,02-841-3004,서울특별시 영등포구 신길동 4676번지,서울특별시 영등포구 신길로 36-1 (신길동),07436,신풍약국,191854.93419986,443748.041037601
11713,동물약국,02-6137-5656,서울특별시 영등포구 여의도동 23번지 서울 국제금융 센터 지하2층 207호,"서울특별시 영등포구 국제금융로 10, 지하2층 207호 (여의도동)",07326,여의도점부츠약국,193326.931018911,446973.914570276
11714,동물약국,02-2634-9321,서울특별시 영등포구 영등포동5가 37-2번지,"서울특별시 영등포구 영중로 62, 1층 (영등포동5가)",07250,영등포시장약국,191561.949811206,446619.701821882
11715,동물약국,02-2633-0308,서울특별시 영등포구 영등포동7가 145-8 아크로타워 스퀘어 13동 308호,"서울특별시 영등포구 국회대로54길 10, 13동 308호 (영등포동7가, 아크로타워 스퀘어)",07246,별담은약국,191687.492947271,446910.540802457
11716,동물약국,02-2679-0316,서울특별시 영등포구 영등포동5가 38-1,"서울특별시 영등포구 영중로24길 4, 1층 (영등포동5가)",07250,왕온누리약국,191581.733749997,446651.854880658
11717,동물약국,02-832-4224,서울특별시 영등포구 대림동 751-5번지,"서울특별시 영등포구 도림로 206, 1층 (대림동)",07423,우리조운약국,191410.398461497,443868.81651636
11718,동물약국,2693-3022,서울특별시 양천구 신월동 575-2,"서울특별시 양천구 신월로 172, 1층 (신월동)",08064,백십자약국,186022.845067592,446241.819507065
11719,동물약국,02-844-4422,서울특별시 영등포구 신길동 4326번지,서울특별시 영등포구 여의대방로 87 (신길동),07434,아람약국,192531.256417815,443888.828135396
11720,동물약국,02-833-8932,서울특별시 영등포구 신길동 160-38번지,서울특별시 영등포구 도신로 208 (신길동),07348,약산약국,192359.959795237,445459.075553046
11721,동물약국,02-581-0783,서울특별시 서초구 서초동 1341-7번지 조이빌딩 1층,"서울특별시 서초구 남부순환로347길 101, 1층 (서초동, 조이빌딩)",06728,서초메이플약국,202566.919569582,442956.055982725
11722,동물약국,02-3473-4222,서울특별시 서초구 서초동 1443-13,"서울특별시 서초구 효령로 332, 1층 (서초동)",06721,서리풀약국,201747.952040267,442633.59410289
11723,동물약국,,서울특별시 성동구 성수동1가 706번지 쌍용아파트 상가 B동 101호,,,다나약국,204093.39625466,449695.084129637
11724,동물약국,,서울특별시 성동구 마장동 474-5   번지,,,용한약국,,
11725,동물약국,02-2245-3665,서울특별시 성동구 용답동 44-6번지 일진약국,"서울특별시 성동구 용답중앙길 80-1, 일진약국 (용답동)",04805,메디팜일진약국,204710.579406654,451156.299676354
11726,동물약국,02-2281-2531,,"서울특별시 성동구 왕십리로 410, 상가L동 3층 319호 (하왕십리동, 센트라스)",04701,정성온누리약국,202372.912023599,451536.680876573
11727,동물약국,,서울특별시 성동구 행당동 14-1   번지,,,대학약국,,
11728,동물약국,2644-3395,서울특별시 양천구 신정동 1031-1,서울특별시 양천구 중앙로 276 (신정동),08082,수정약국,186925.884838357,446522.764708979
11729,동물약국,,서울특별시 성동구 하왕십리동 512-2   번지,,,천우약국,,
11730,동물약국,2698-1635,서울특별시 양천구 신정동 908-15번지 1층,"서울특별시 양천구 오목로 193, 1층 (신정동)",07944,은혜약국,187454.397352696,447053.343570561
11731,동물약국,2646-1001,서울특별시 양천구 신정동 314번지 목동8단지상가 113호,"서울특별시 양천구 목동서로 280 (신정동, 목동8단지상가 113호)",08012,우주약국,188231.065840178,446607.610784468
11732,동물약국,,서울특별시 중구 신당동 366-106번지,"서울특별시 중구 다산로 82, 1층 (신당동)",04597,허브약국,200673.135501745,449927.503073754
11733,동물약국,2645-7525,서울특별시 양천구 목동 610-14번지,서울특별시 양천구 목동중앙북로 27 (목동),07946,목동세명약국,188144.220046577,449584.740750439
11734,동물약국,2642-8345,서울특별시 양천구 목동 613-5번지,서울특별시 양천구 목동중앙북로 3 (목동),07946,보룡동물약국,187916.262445693,449629.868996021
11735,동물약국,884-2888,"경상남도 하동군 하동읍 읍내리 322-6 서울미보약국, 비너스","경상남도 하동군 하동읍 중앙로 33, 서울미보약국, 비너스",52330,미보약국,268231.066365053,174864.216945666
11736,동물약국,882-1386,경상남도 하동군 금남면 계천리 223-183번지,경상남도 하동군 금남면 섬진강대로 971,52350,명성약국,273831.955236932,166706.691361724
11737,동물약국,,경상남도 하동군 옥종면 청룡리 142-34번지 생선나라,"경상남도 하동군 옥종면 옥종중앙길 61, 생선나라",52313,옥산약국,280024.058492974,187188.800333995
11738,동물약국,043-838-0918,충청북도 증평군 증평읍 장동리 232번지,"충청북도 증평군 증평읍 증평로 3, 1층 102호",27923,화랑약국,252394.372481971,365336.655403705
11739,동물약국,043-838-1985,충청북도 증평군 증평읍 신동리 15번지 종로약국,"충청북도 증평군 증평읍 중앙로 190, 종로약국",27930,가족사랑종로약국,251730.293515436,364770.014557359
11740,동물약국,031-979-8397,경기도 고양시 덕양구 행신동 707-3번지 M타워 503호,"경기도 고양시 덕양구 무원로6번길 20, M타워 503호 (행신동)",10523,지우약국,185248.088447055,456800.931082246
11741,동물약국,043-833-8717,충청북도 괴산군 괴산읍 동부리 699-5번지,,,우리약국,270654.447058464,367524.462936066
11742,동물약국,052-295-1110,울산광역시 북구 산하동 39번지 104호,"울산광역시 북구 강동산하5로 22, 104호 (산하동)",44264,파마시아마리약국,420917.597602718,240041.487536477
11743,동물약국,3213-2828,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰 지하1층,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)",05551,월드타워약국,209074.900840074,445657.80932984
11744,동물약국,02-928-8276,서울특별시 성북구 안암동5가 146-4,서울특별시 성북구 고려대로 88 (안암동5가),02855,행복한온누리약국,202494.147883805,453758.902923049
11745,동물약국,02-723-6593,서울특별시 종로구 청진동 136 삼공빌딩 지하1층,"서울특별시 종로구 종로5길 13, 삼공빌딩 지하1층 (청진동)",03157,힐링약국,198207.279003982,452082.344195698
11746,동물약국,0513253119,부산광역시 사상구 주례동 1162-17번지 M-square 메디컬센터,"부산광역시 사상구 가야대로 276, M-square 메디컬센터 101호 (주례동)",47012,스마트약국,382431.851489011,185266.269678965
11747,동물약국,02-889-3573,서울특별시 양천구 목동 406-21,"서울특별시 양천구 오목로 325, 대학빌딩 지하1층 105호 (목동)",08000,송약국,188767.584299319,446998.232038717
11748,동물약국,,서울특별시 관악구 봉천동 622-3 은천누리에뜰,"서울특별시 관악구 은천로 61, 1층 101호 (봉천동, 은천누리에뜰)",08716,원약국,194821.255710145,442692.802986229
11749,동물약국,031-622-7181,경기도 성남시 분당구 백현동 537번지,"경기도 성남시 분당구 판교역로 152, 3층 (백현동)",13529,시티약국,209699.211982644,432464.663675098
11750,동물약국,043-232-6979,충청북도 청주시 흥덕구 봉명동 642-1번지,"충청북도 청주시 흥덕구 1순환로 543, 1층층 (봉명동)",28477,더푸른약국,241386.76938919,349320.184700763
11751,동물약국,,서울특별시 은평구 녹번동 38-29번지 유림빌딩 101호,"서울특별시 은평구 통일로 626, 유림빌딩 101호 (녹번동)",03372,녹번온누리약국,194228.02282041,455582.763189018
11752,동물약국,051-261-1293,부산광역시 사하구 다대동 774번지,부산광역시 사하구 다대로 559 (다대동),49524,혜인 약국,379730.124888431,174823.87811521
11753,동물약국,051-361-3009,부산광역시 북구 금곡동 97-4번지,부산광역시 북구 효열로 214-1 (금곡동),46512,온누리화목약국,383681.193334453,197846.516366666
11754,동물약국,051-514-8787,부산광역시 금정구 부곡동 890-13번지,부산광역시 금정구 시실로 13 (부곡동),46311,강약국,389860.567582533,192938.884375243
11755,동물약국,031-794-0367,"경기도 하남시 망월동 1079번지 우성르보아파크, 1층 112호","경기도 하남시 미사강변중앙로 226, 우성르보아파크 1층 112호 (망월동)",12913,365약국,216649.355240933,451627.537678559
11756,동물약국,,대구광역시 달서구 송현동 635번지 1층,"대구광역시 달서구 월배로 379, 1층 (송현동)",42741,송현한마음약국,339931.817063704,259843.08013623
11757,동물약국,051-808-1570,부산광역시 부산진구 부암동 706-11번지,부산광역시 부산진구 가야대로 727 (부암동),47195,밝은약국,386823.443195078,186236.125785258
11758,동물약국,051-244-3611,부산광역시 서구 동대신동3가 350-11번지,부산광역시 서구 구덕로 332 (동대신동3가),49211,운동장약국,383746.17217514,181219.892398459
11759,동물약국,,"인천광역시 계양구 용종동 209-3번지 강북프라자 112,113호","인천광역시 계양구 계양문화로 96, 강북프라자 112,113호 (용종동)",21065,온누리건강백화점약국,176706.905425779,448586.276518505
11760,동물약국,,인천광역시 남동구 논현동 747-1번지 라피에스타,"인천광역시 남동구 논고개로 61, 라피에스타 (논현동)",21679,365라피에스타약국,175793.406745266,432847.497549598
11761,동물약국,492-0615,경기도 안산시 단원구 신길동 1687번지 이마트트레이더스 신길점,"경기도 안산시 단원구 중앙대로 397, 이마트트레이더스 신길점 1층 (신길동)",15402,뭉치동물약국,180873.786214121,425492.088360076
11762,동물약국,0226822643,서울특별시 구로구 개봉동 403-95번지,"서울특별시 구로구 개봉로 9, 성인약국 (개봉동)",08352,성인약국,187208.353423988,442714.449838492
11763,동물약국,4001502,서울특별시 송파구 문정동 618번지 파크하비오 202동 161호,"서울특별시 송파구 송파대로 111, 202동 161호 (문정동, 파크하비오)",05837,송파24약국,210868.397496689,442053.227933005
11764,동물약국,0425435554,대전광역시 유성구 원내동 321-8번지,대전광역시 유성구 원내로39번길 6 (원내동),34227,백제약국,228693.42017503,311085.339320115
11765,동물약국,6652468,전라남도 여수시 교동 434,전라남도 여수시 중앙로 61-1 (교동),59736,부부약국,267176.445575475,138222.785991993
11766,동물약국,031-756-9901,경기도 성남시 수정구 수진동 2996번지 세종빌딩,"경기도 성남시 수정구 수정로 68, 세종빌딩 1층 (수진동)",13316,서가종로온누리약국,211283.515756202,437507.819559575
11767,동물약국,051-628-9253,부산광역시 남구 대연동 1168-20번지,"부산광역시 남구 석포로 76, 유엔메디컬 1층 (대연동)",48539,고은약국,390322.57393638,182586.260226904
11768,동물약국,052-283-1871,울산광역시 북구 명촌동 891-1번지 미남빌딩 1호,"울산광역시 북구 명촌로 75, 미남빌딩 1층 1호 (명촌동)",44254,지원약국,413619.23566789,230796.484284837
